"","SRR3191542","SRR3191543","SRR3191544","SRR3191545","SRR3194428","SRR3194429","SRR3194430","SRR3194431"
"CPSF3L",97.6733635649529,113.55091964478,132.581791179004,128.230208125341,87.3096192545434,100.106221549711,121.072233805342,111.786933186801
"MIR6727",0.0917982740272114,0.0980577889851293,0.0994612086864248,0,0.0413789664713476,0.0314898463509629,0.0400503585197956,0.0459272527472477
"CPTP",11.291187705347,17.2581708613828,17.3062503114379,15.1369493802094,12.8274796061178,15.0049117862338,15.0989851619629,14.8115390109874
"TAS1R3",2.3867551247075,1.96115577970259,2.68545263453347,1.9282738063961,1.82067452473929,1.96811539693518,2.00251792598978,2.13561725274702
"DVL1",63.4326073528031,77.8578844541927,77.8781264014706,76.3596427332857,54.4960988427648,62.5860696225388,67.4848541058556,65.9515349450477
"MIR6808",0,0,0,0,0,0,0,0
"MXRA8",49.8464627967758,62.168638216572,27.0534487627075,30.3703124507386,51.1650920418213,56.9808769720674,26.5533876986245,26.3852067032938
"AURKAIP1",36.8111078849118,40.1056356949179,35.6071127097401,35.5766517280081,33.1238626603138,35.8197002242203,34.7236608366628,35.1802756043917
"CCNL2",335.798086391539,375.561331813045,319.966708344228,318.261591745677,312.349128408967,352.150951742818,313.53423167222,307.000720988977
"LOC148413",15.2385134885171,19.2193266410854,13.4272631726673,13.1122618834935,15.3309070776343,16.122801331693,10.2128414225479,11.7114494505482
"MRPL20",29.5590442367621,25.5930829251188,23.7712288760555,25.9352826960276,31.1997407193961,32.3558171256144,25.47202801859,24.0429168131842
"ANKRD65",0.917982740272114,1.47086683477694,0.895150878177823,1.06055059351786,1.03447416178369,1.00767508323081,0.64080573631673,0.757799670329587
"TMEM88B",0.275394822081634,0,0.497306043432124,0.289241070959416,0.227584315592412,0.236173847632222,0.0801007170395912,0.137781758241743
"LOC102724312",0,0.0980577889851293,0,0,0.372410698242128,0.204684001281259,0.140176254819285,0.0918545054944954
"VWA1",20.1956202859865,20.8863090538326,7.65851306885471,8.96647319974188,20.9584465177376,22.2160866006043,8.2103234965581,8.17505098901009
"ATAD3C",0.367193096108846,1.07863567883642,0.895150878177823,0.578482141918831,0.310342248535107,0.551072311141851,0.380478405938058,0.29852714285711
"ATAD3B",22.582375410694,24.6125050352675,31.2308195275374,25.8388690057078,18.4757085294567,22.4837502945875,22.9088050733231,21.2183907692284
"ATAD3A",30.7524217991158,35.0066306676912,25.1636857976655,24.1034225799513,24.6204850504518,27.3331866326358,23.3693841963007,23.4228989010963
"TMEM240",5.5996947156599,7.84462311881035,5.37090526906694,6.94178570302597,6.14477652099512,7.54181820105561,6.10767967426883,6.36092450549381
"SSU72",77.1105501828576,70.3074347023377,69.3244624544381,69.1286159593003,68.8959791747938,72.6628204548469,64.2407750657522,65.2855897802126
"C1orf233",13.4025480079729,15.6892462376207,10.7418105381339,7.90592260622402,11.3171473299136,12.4227443854549,7.50944222246168,7.69281483516399
"MIB2",65.0849762852929,80.7996181237466,99.6601311037976,96.6065177004448,62.6684447208559,74.1428432333421,98.2435294490587,95.3909039560335
"MMP23B",1.56057065846259,2.15727135767285,0.994612086864248,0.867723212878247,1.07585312825504,1.11788954545918,0.540679840017241,0.390381648351605
"MMP23A",0,0.294173366955388,0.19892241737285,0.19282738063961,0.0827579329426952,0.141704308579333,0.0801007170395912,0.0918545054944954
"CDK11B",25.7035167276192,25.9853140810593,40.8785567701206,42.6148511213539,17.6274397167941,19.2088062740874,28.615981162394,27.9926605494475
"SLC35E2B",217.9291025406,227.10183928956,191.860671556113,207.578675258541,175.136475589979,180.877677439931,154.79463567901,153.695551318664
"CDK11A",11.1993894313198,13.7280904579181,26.3572203019026,23.7177678186721,8.35855122721222,9.44695390528887,16.7610750405345,15.569338681317
"SLC35E2",69.6748899866535,76.8773065643414,47.0451517086789,43.8682290955114,58.6960639396066,61.0430671513416,34.6635852988831,35.7543662637323
"NADK",42.6861974226533,50.793934694297,59.1794191684227,52.7382886049334,40.1375974772072,45.1564396672808,49.3620668756481,49.1880876923023
"GNB1",722.085223498045,711.115085720158,727.260357915138,723.199091088859,691.877008884168,706.994285348644,684.941231405545,670.239362966959
